approve,id,final_cls,reason,value,suggestion,entry_id,field_path,context_before,context_after,hf_cls,gemini_cls,rule_hint,note
,cand-4635812,error_no_fix,short_allcaps_orphan,[A,,schaff-herzog.union-of-the-churches,definition_blocks[40],g members of thirty-four denominations.,movement for the union of Canadian Meth,error,,error,error confirmed but no correction suggestion
,cand-4664915,uncertain,short_allcaps_orphan,M-,,schaff-herzog.universities,definition_blocks[75],"i fig ej Virwimim, Bicfcsaond, 1856; M.","Fieher, ffist «/ Weetmmneter CeOeme . .",uncertain,uncertain,error,
,cand-4664987,error_no_fix,short_allcaps_orphan,V\,,schaff-herzog.universities,definition_blocks[78],1867; F. Zafneke. Die *******,,error,,error,error confirmed but no correction suggestion
,cand-4675340,error_no_fix,short_allcaps_orphan,0L,,schaff-herzog.bkbuocuupht,definition_blocks[0],,"F. Brick*, Dan* bioamphuk Lcrifem, xrii",error,,,error confirmed but no correction suggestion
,cand-4679073,error_no_fix,short_allcaps_orphan,U1,,schaff-herzog.utbnhbim-christoph-von,definition_blocks[2],,,uncertain,error,,error confirmed but no correction suggestion
,cand-4683279,error_no_fix,short_allcaps_orphan,T„,,schaff-herzog.uzziah,definition_blocks[5],", London, 1895; C. F. Kent, Students 0.","ii. 282 sqq.. New York, 1905; Schrader,",error,,error,error confirmed but no correction suggestion
,cand-4697481,error_no_fix,short_allcaps_orphan,L*,,schaff-herzog.vandals,definition_blocks[7],"teneie lioro, Paris, 1898; F. Martroye,",Occident a. Tepoque bytantine. Gothe et,error,,error,error confirmed but no correction suggestion
,cand-4701120,error_no_fix,short_allcaps_orphan,<U,,schaff-herzog.vatican,definition_blocks[27],man Church. Though the king of Italy us,"7. Vatican facto ruler of Italy, the po",error,,error,error confirmed but no correction suggestion
,cand-4701442,error_no_fix,short_allcaps_orphan,U*,,schaff-herzog.vatican,definition_blocks[29],"in Vaticano, Rome. 1883; F. Wey, Rome,","Monument*, Arte, and Antiquities, Londo",error,,error,error confirmed but no correction suggestion
,cand-4704358,error_no_fix,short_allcaps_orphan,T^,,schaff-herzog.vatican-council,definition_blocks[43],Procedure. °* DUSmess-,"mos* important of * its rulings, which",error,,error,error confirmed but no correction suggestion
,cand-4714058,error_no_fix,short_allcaps_orphan,[A,,schaff-herzog.venezuela,definition_blocks[1],population can neither read nor write.,concordat was negotiated be- tween Pius,error,,error,error confirmed but no correction suggestion
,cand-4716866,error_no_fix,short_allcaps_orphan,M-,,schaff-herzog.verden-bishopric-of,definition_blocks[2],", 1830; F. Wichmann, Untersnchungen zur","teren Geschichte des Bistums Verden, Go",error,,error,error confirmed but no correction suggestion
,cand-4728976,error_no_fix,short_allcaps_orphan,ZH,,schaff-herzog.victor,definition_blocks[16],Victor,Viotor of Oapua,error,,,error confirmed but no correction suggestion
,cand-4739795,error_no_fix,short_allcaps_orphan,*N,,schaff-herzog.vincent-of-beauvais,definition_blocks[9],"der au* der Eraienungageachichte, L 184",". Ussen, 1880; R. Friedrich, Vicentiu*",uncertain,error,error,error confirmed but no correction suggestion
,cand-4793904,error_no_fix,short_allcaps_orphan,8C,,schaff-herzog.waldhauser-kohrad-von,definition_blocks[1],of Prague. In 1361 he became rector of,"Thomas', and in the following year invo",error,,,error confirmed but no correction suggestion
,cand-4808848,error_no_fix,short_allcaps_orphan,<L,,schaff-herzog.warier-zebedee,definition_blocks[0],". in Pendleton Co., Va., Feb. 28, 1833;","at Gibbon, Neb., Jan. 10, 1888. Educate",error,,error,error confirmed but no correction suggestion
,cand-4822982,error_no_fix,short_allcaps_orphan,I-,,schaff-herzog.weights-ahd-measures-hebrew,definition_blocks[130],bath - 36.44 liten,[10.1 gallons],error,,error,error confirmed but no correction suggestion
,cand-4823284,error_no_fix,short_allcaps_orphan,1J,,schaff-herzog.weights-ahd-measures-hebrew,definition_blocks[149],18 kapithe - 6 hin - 3 sata -,maris - 1 bath,error,,,error confirmed but no correction suggestion
,cand-4827245,error_no_fix,short_allcaps_orphan,T„,,schaff-herzog.weiss-carl-philipp-bernhard,definition_blocks[4],"Hist, of the Hioher Criticism of the N.",ib. 1900.,uncertain,error,error,error confirmed but no correction suggestion
,cand-4835844,error_no_fix,short_allcaps_orphan,[A,,schaff-herzog.wesley-charles,definition_blocks[4],,somewhat higher estimate than the above,error,,error,error confirmed but no correction suggestion
,cand-4848329,error_no_fix,short_allcaps_orphan,H~,,schaff-herzog.west-stephen,definition_blocks[3],"Series, vol. iii. passim, ib. 1894; F.","Foster, New England Theology, pp. 204 s",error,,error,error confirmed but no correction suggestion
,cand-4868250,uncertain,short_allcaps_orphan,A»,,schaff-herzog.whitman-marcus,definition_blocks[3],"on, 1884; J. G. Craighead, The Story of","ir- cus Whitman, Philadelphia, 1895; O.",uncertain,uncertain,error,
,cand-4876488,error_no_fix,short_allcaps_orphan,<T,,schaff-herzog.wilfrid-wilfrith-saint,definition_blocks[5],"6; C. F. de T. Montalembert, Les Moines","Occident, London, 1861-70; W. F. Hook,",error,,error,error confirmed but no correction suggestion
,cand-4905782,uncertain,short_allcaps_orphan,T„,,schaff-herzog.hi-wisdom-in-the-hew-testament,definition_blocks[12],"ob and Solomon, or the Wisdom of the O.","London, 1887; idem, Jewish Religious Li",uncertain,uncertain,error,
,cand-4905844,error_no_fix,short_allcaps_orphan,T„,,schaff-herzog.hi-wisdom-in-the-hew-testament,definition_blocks[12],e Spuren griechischer Philosophic im A.,"Leipsio, 1905; H. Meinhold, Die Weishei",uncertain,error,error,error confirmed but no correction suggestion
,cand-492854,error_no_fix,short_allcaps_orphan,"""I",,schaff-herzog.bible-versions,definition_blocks[64],wrote at the end of the sixth century:,indeed circulate the new translation; b,error,,error,error confirmed but no correction suggestion
,cand-4941965,error_no_fix,short_allcaps_orphan,S1,,schaff-herzog.world-the,definition_blocks[19],,,error,,,error confirmed but no correction suggestion
,cand-494553,error_no_fix,short_allcaps_orphan,[A,,schaff-herzog.bible-versions,definition_blocks[75],in his edition of the works of Jerome.,Biblical commission was appointed late,error,,error,error confirmed but no correction suggestion
,cand-5036032,uncertain,short_allcaps_orphan,I*,,schaff-herzog.zoroaster-z0r0astrianism,definition_blocks[160],"n, 1851; and a series of Yaena texts by",H. MIj in the Journal of the Royal Asia,uncertain,uncertain,error,
,cand-5036160,error_no_fix,short_allcaps_orphan,8V,,schaff-herzog.zoroaster-z0r0astrianism,definition_blocks[161],"02 sqq.; M. Schuyler, Index verborum of","Fragmente of the Aeeeta, New York, 1902",error,,,error confirmed but no correction suggestion
,cand-5036690,error_no_fix,short_allcaps_orphan,L*,,schaff-herzog.zoroaster-z0r0astrianism,definition_blocks[166],"assanids, Bombay, 1889; G. de La- font,","MasdOsme; VA*esta, Paris, 1897; E. Rind",error,,error,error confirmed but no correction suggestion
,cand-5036849,error_no_fix,short_allcaps_orphan,VU,,schaff-herzog.zoroaster-z0r0astrianism,definition_blocks[167],"om, Les FravashU, Paris, 1899; idem. La","futur* d'apris le Mazdiieme, Paris, 190",error,,,error confirmed but no correction suggestion
,cand-5036935,error_no_fix,short_allcaps_orphan,L*,,schaff-herzog.zoroaster-z0r0astrianism,definition_blocks[168],", Paris, 1898, new ed., 1908; V. Henry,","Parsisme, ib. 1906; S. A. Kapadia, The",error,,error,error confirmed but no correction suggestion
,cand-504865,error_no_fix,short_allcaps_orphan,"""I",,schaff-herzog.bible-versions,definition_blocks[171],"harge Bible: London, 1802; I Tim. v, 21","discharge [for charge] thee before God""",error,,error,error confirmed but no correction suggestion
,cand-505461,error_no_fix,short_allcaps_orphan,"""O",,schaff-herzog.bible-versions,definition_blocks[171],"don Bible of 1817 reads, John xvii, 25,","righteous Father, the world hath [not]",error,,error,error confirmed but no correction suggestion
,cand-5056022,error_no_fix,short_allcaps_orphan,A*,,schaff-herzog.lay-preaching,definition_blocks[76],"ndon, 1896; 8. Homo, Popular History 0/","Frm Church*, London, 1909; A. L. Garvin",error,,error,error confirmed but no correction suggestion
,cand-5070709,error_no_fix,short_allcaps_orphan,P«,,schaff-herzog.kunze,definition_blocks[73],,,error,,error,error confirmed but no correction suggestion
,cand-5074040,error_no_fix,short_allcaps_orphan,■W,,schaff-herzog.zoeckler,definition_blocks[36],,r>v,error,,error,error confirmed but no correction suggestion
,cand-5074961,error_no_fix,short_allcaps_orphan,U^,,schaff-herzog.vw9qm1doiv,definition_blocks[8],"3 vols., London, 187S-77; B. Worcester.","and Aiieeion of Bmanuel Swedefibofv, Bo",error,,error,error confirmed but no correction suggestion
,cand-5074988,error_no_fix,short_allcaps_orphan,S^,,schaff-herzog.vw9qm1doiv,definition_blocks[8],"g, London, 1857; J. W. Fletcher, Bmanud","denborg, London, 1860; J. Hyde, Swedenb",error,,error,error confirmed but no correction suggestion
,cand-512326,error_no_fix,short_allcaps_orphan,[A,,schaff-herzog.bible-versions,definition_blocks[234],e Catholic publisher Sonzogno at Milan.,version of the Gospels and Acts in mode,error,,error,error confirmed but no correction suggestion
,cand-572562,error_no_fix,short_allcaps_orphan,[A,,schaff-herzog.boniface-saint,definition_blocks[6],urches in Germany are dedicated to him.,number of writings have been attributed,error,,error,error confirmed but no correction suggestion
,cand-1083592,error_no_fix,stray_pipe_backslash,libr\it,,schaff-herzog.raebiger-julius-ferdinand,definition_blocks[0],a Paulina contra Baurium (1852); and De,Jobi sententia primaria (1860). His mai,error,,error,error confirmed but no correction suggestion
,cand-1328861,error_no_fix,stray_pipe_backslash,OfrT|wmml«m,,schaff-herzog.communism,definition_blocks[77],,,error,,error,error confirmed but no correction suggestion
,cand-1370244,error_no_fix,stray_pipe_backslash,**n\MT%,,schaff-herzog.congregationalists,definition_blocks[91],"to, Japan, and other such educa- tss 44",are results of their missionary labors.,error,,error,error confirmed but no correction suggestion
,cand-1436230,error_no_fix,stray_pipe_backslash,t\e,,schaff-herzog.crusades,definition_blocks[34],"891; H. Klettke, Robert of ManeiUee, or","Cru- eadeof the Children, Philadelphia,",error,,error,error confirmed but no correction suggestion
,cand-1600888,error_no_fix,stray_pipe_backslash,t|ut,,schaff-herzog.drtahder-ernst,definition_blocks[1],"heology he is emphatically evangelical,",has no fears of the results of criticis,error,,error,error confirmed but no correction suggestion
,cand-1602700,error_no_fix,stray_pipe_backslash,"yo\b,",,schaff-herzog.dubourg-alwe,definition_blocks[3],"de rhndoire du proteekintiame francaie,","xxxvi.- Txnu.; Liditenberxer, E8R, ir.",error,,error,error confirmed but no correction suggestion
,cand-1611111,error_no_fix,stray_pipe_backslash,nat\irally,,schaff-herzog.dunin-martin-von,definition_blocks[57],hey knew of differences which had grown,in widely separated parts of United Sta,error,,error,error confirmed but no correction suggestion
,cand-1667217,error_no_fix,stray_pipe_backslash,genero\is,,schaff-herzog.xxvi,definition_blocks[46],"he French, but under competent and more","management such as that of G. Masp^ro,",error,,error,error confirmed but no correction suggestion
,cand-1669491,error_no_fix,stray_pipe_backslash,K|q..,,schaff-herzog.xxvi,definition_blocks[80],"re Ldnder^ V6fkeT und Arbeiten, pp. 232","Stuttgart, 1903; O. Habner. Oeooraphiec",error,,error,error confirmed but no correction suggestion
,cand-1694090,error_no_fix,stray_pipe_backslash,co\i,,schaff-herzog.encyclical-letters,definition_blocks[17],i unification of all the elements which,"Christian activities. Catechetics, syst",error,,error,error confirmed but no correction suggestion
,cand-1694738,error_no_fix,stray_pipe_backslash,c\is,,schaff-herzog.encyclical-letters,definition_blocks[28],rld came into existence through Copemi-,"and Kepler. For Bacon, theology is a po",error,,error,error confirmed but no correction suggestion
,cand-1704824,error_no_fix,stray_pipe_backslash,T\kd,,schaff-herzog.englahd-and-wales,definition_blocks[14],,"Presbyterian Church of En^and had, in 1",error,,error,error confirmed but no correction suggestion
,cand-1718250,error_no_fix,stray_pipe_backslash,cult\ire,,schaff-herzog.epiphanius-of-constantia,definition_blocks[3],apinst Origen which assailed all Greek,within the Church. While on a visit Opp,error,,error,error confirmed but no correction suggestion
,cand-1737184,error_no_fix,stray_pipe_backslash,producti\ity,,schaff-herzog.escobar-y-mendoza-antonio,definition_blocks[0],as a pr^usher and priest. His literary,"was enormous, his works filling eighty-",error,,error,error confirmed but no correction suggestion
,cand-1750623,error_no_fix,stray_pipe_backslash,pub|iQ,,schaff-herzog.ii,definition_blocks[6],ti^ training in the Qondiict of mWRQ Ul,,error,,error,error confirmed but no correction suggestion
,cand-1771941,error_no_fix,stray_pipe_backslash,s\m:unoning,,schaff-herzog.eugeniusy-yu-jl-ni-us,definition_blocks[9],the encyclical Quantum prccde^ cessores,"the king, the nobility and the people o",error,,error,error confirmed but no correction suggestion
,cand-1791832,error_no_fix,stray_pipe_backslash,aro\ised,,schaff-herzog.evangelization,definition_blocks[14],ion of the Methodist methods of working,"in Germany such men as Zie- mann, Baede",error,,error,error confirmed but no correction suggestion
,cand-1795699,error_no_fix,stray_pipe_backslash,i\xte,,schaff-herzog.evolution,definition_blocks[38],lect itself; Ufeless nature is an imma-,"intelligence, so that in its phenomena",error,,error,error confirmed but no correction suggestion
,cand-1804653,error_no_fix,stray_pipe_backslash,indi\dduality,,schaff-herzog.exegesis-or-herme,definition_blocks[62],ying the psychological principle of the,of the author. Against the Pietistic sc,error,,error,error confirmed but no correction suggestion
,cand-1816982,error_no_fix,stray_pipe_backslash,comm\mity,,schaff-herzog.ezra,definition_blocks[15],e created a close bond between the home,and the Jewish dia^wra. Whoever conside,error,,error,error confirmed but no correction suggestion
,cand-1817663,error_no_fix,stray_pipe_backslash,Ndamyah\s,,schaff-herzog.ezra-and-nehemiah-books-of,definition_blocks[13],"ix. 22 against all the witnesses, while",read for Hebrew Fram^oA and Syriac Nram,error,,error,error confirmed but no correction suggestion
,cand-1826738,error_no_fix,stray_pipe_backslash,li\dng,,schaff-herzog.faith,definition_blocks[26],in Christ. Luther describes faith as a,"trust of the heart. The astensus, accor",error,,error,error confirmed but no correction suggestion
,cand-1830038,error_no_fix,stray_pipe_backslash,|:^J?£S'i|i*ri^B1*tl,,schaff-herzog.religious-encyclopedia-j-s-i-i-ri-b1-tl,term,RELIGIOUS ENCYCLOPEDIA,,error,,error,error confirmed but no correction suggestion
,cand-1867331,error_no_fix,stray_pipe_backslash,"Ai\F,",,schaff-herzog.firmilian,definition_blocks[0],letters (Ixxv. [Ixxiv]; Eng. transl. in,"v. 390-397), he emphatically maintains",error,,error,error confirmed but no correction suggestion
,cand-1870281,error_no_fix,stray_pipe_backslash,a|j»*ed,,schaff-herzog.flacius-matthias,definition_blocks[14],"eburg and In the absence of Flaciuii, (",to n€»^otiatc undf?r rompromu«e with th,error,,error,error confirmed but no correction suggestion
,cand-1912754,error_no_fix,stray_pipe_backslash,a\iQtburoi9cken,,schaff-herzog.frankenthal-colloquy,definition_blocks[7],"bingen, 1796. C. A. Salig. Historie der","Confeaaion, iii. 363 sqq.. Halle, 1745:",error,,error,error confirmed but no correction suggestion
,cand-1942155,error_no_fix,stray_pipe_backslash,xx\di-xxxvi.;,,schaff-herzog.fulbert-of-chartres,definition_blocks[5],"ii., Paris, 1866, 311-485, cf. preface,","French transl. in Guizot, Collection, c",error,,error,error confirmed but no correction suggestion
,cand-1965191,error_no_fix,stray_pipe_backslash,i\fonk8,,schaff-herzog.gasquet-francis-aid-an,definition_blocks[2],908). He has also edited Montalembert's,"of the West (6 vols., London, 1895); Wi",error,,error,error confirmed but no correction suggestion
